# Opmerking: door stationsverplaatsingen en veranderingen in waarneemmethodieken zijn deze tijdreeksen van uurwaarden mogelijk inhomogeen! Dat betekent dat deze reeks van gemeten waarden niet geschikt is voor trendanalyse. Voor studies naar klimaatverandering verwijzen we naar de gehomogeniseerde dagreeksen <http://www.knmi.nl/nederland-nu/klimatologie/daggegevens> of de Centraal Nederland Temperatuur <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# SOURCE: ROYAL NETHERLANDS METEOROLOGICAL INSTITUTE (KNMI)
# Comment: These time series are inhomogeneous because of station relocations and changes in observation techniques. As a result these series are not suitable for trend analysis. For climate change studies we refer to the homogenized series of daily data <http://www.knmi.nl/nederland-nu/klimatologie/daggegevens> or the Central Netherlands Temperature <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# STN         LON(east)   LAT(north)  ALT(m)      NAME
# 315         3.998       51.447      0.00        Hansweert   
# YYYYMMDD  : datum (YYYY=jaar;MM=maand;DD=dag)
# HH        : tijd (HH=uur; UT.12 UT=13 MET; 14 MEZT. Uurvak 05 loopt van 04.00 UT tot 5.00 UT
# T         : Temperatuur (in 0.1 graden Celsius) op 1.50 m hoogte tijdens de waarneming / Temperature (in 0.1 degrees Celsius) at 1.50 m at the time of observation
# STN,YYYYMMDD,HH,    T
  315,20190207,   12,     
  315,20190207,   13,     
  315,20190207,   14,     
  315,20190207,   15,     
  315,20190207,   16,     
  315,20190207,   17,     
  315,20190207,   18,     
  315,20190207,   19,     
  315,20190207,   20,     
  315,20190207,   21,     
  315,20190207,   22,     
  315,20190207,   23,     
  315,20190207,   24,     
  315,20190208,    1,     
  315,20190208,    2,     
  315,20190208,    3,     
  315,20190208,    4,     
  315,20190208,    5,     
  315,20190208,    6,     
  315,20190208,    7,     
  315,20190208,    8,     
  315,20190208,    9,     
  315,20190208,   10,     
  315,20190208,   11,     
  315,20190208,   12,     
  315,20190208,   13,     
  315,20190208,   14,     
  315,20190208,   15,     
  315,20190208,   16,     
  315,20190208,   17,     
  315,20190208,   18,     
  315,20190208,   19,     
  315,20190208,   20,     
  315,20190208,   21,     
  315,20190208,   22,     
  315,20190208,   23,     
  315,20190208,   24,     
  315,20190209,    1,     
  315,20190209,    2,     
  315,20190209,    3,     
  315,20190209,    4,     
  315,20190209,    5,     
  315,20190209,    6,     
  315,20190209,    7,     
  315,20190209,    8,     
  315,20190209,    9,     
  315,20190209,   10,     
  315,20190209,   11,     
  315,20190209,   12,     
  315,20190209,   13,     
  315,20190209,   14,     
  315,20190209,   15,     
  315,20190209,   16,     
  315,20190209,   17,     
  315,20190209,   18,     
  315,20190209,   19,     
  315,20190209,   20,     
  315,20190209,   21,     
  315,20190209,   22,     
  315,20190209,   23,     
  315,20190209,   24,     
  315,20190210,    1,     
  315,20190210,    2,     
  315,20190210,    3,     
  315,20190210,    4,     
  315,20190210,    5,     
  315,20190210,    6,     
  315,20190210,    7,     
  315,20190210,    8,     
  315,20190210,    9,     
  315,20190210,   10,     
  315,20190210,   11,     
  315,20190210,   12,     
  315,20190210,   13,     
  315,20190210,   14,     
  315,20190210,   15,     
  315,20190210,   16,     
  315,20190210,   17,     
  315,20190210,   18,     
  315,20190210,   19,     
  315,20190210,   20,     
  315,20190210,   21,     
  315,20190210,   22,     
  315,20190210,   23,     
  315,20190210,   24,     
  315,20190211,    1,     
  315,20190211,    2,     
  315,20190211,    3,     
  315,20190211,    4,     
  315,20190211,    5,     
  315,20190211,    6,     
  315,20190211,    7,     
  315,20190211,    8,     
  315,20190211,    9,     
  315,20190211,   10,     
  315,20190211,   11,     
  315,20190211,   12,     
  315,20190211,   13,     
  315,20190211,   14,     
  315,20190211,   15,     
  315,20190211,   16,     
  315,20190211,   17,     
  315,20190211,   18,     
  315,20190211,   19,     
  315,20190211,   20,     
  315,20190211,   21,     
  315,20190211,   22,     
  315,20190211,   23,     
  315,20190211,   24,     
  315,20190212,    1,     
  315,20190212,    2,     
  315,20190212,    3,     
  315,20190212,    4,     
  315,20190212,    5,     
  315,20190212,    6,     
  315,20190212,    7,     
  315,20190212,    8,     
  315,20190212,    9,     
  315,20190212,   10,     
  315,20190212,   11,     
  315,20190212,   12,     
  315,20190212,   13,     
  315,20190212,   14,     
  315,20190212,   15,     
  315,20190212,   16,     
  315,20190212,   17,     
  315,20190212,   18,     
  315,20190212,   19,     
  315,20190212,   20,     
  315,20190212,   21,     
  315,20190212,   22,     
  315,20190212,   23,     
  315,20190212,   24,     
  315,20190213,    1,     
  315,20190213,    2,     
  315,20190213,    3,     
  315,20190213,    4,     
  315,20190213,    5,     
  315,20190213,    6,     
  315,20190213,    7,     
  315,20190213,    8,     
  315,20190213,    9,     
  315,20190213,   10,     
  315,20190213,   11,     
  315,20190213,   12,     
  315,20190213,   13,     
  315,20190213,   14,     
  315,20190213,   15,     
  315,20190213,   16,     
  315,20190213,   17,     
  315,20190213,   18,     
  315,20190213,   19,     
  315,20190213,   20,     
  315,20190213,   21,     
  315,20190213,   22,     
  315,20190213,   23,     
  315,20190213,   24,     
  315,20190214,    1,     
  315,20190214,    2,     
  315,20190214,    3,     
  315,20190214,    4,     
  315,20190214,    5,     
  315,20190214,    6,     
  315,20190214,    7,     
  315,20190214,    8,     
  315,20190214,    9,     
  315,20190214,   10,     
  315,20190214,   11,     
  315,20190214,   12,     
  315,20190214,   13,     
  315,20190214,   14,     
  315,20190214,   15,     
  315,20190214,   16,     
  315,20190214,   17,     
  315,20190214,   18,     
  315,20190214,   19,     
  315,20190214,   20,     
  315,20190214,   21,     
  315,20190214,   22,     
  315,20190214,   23,     
  315,20190214,   24,     
  315,20190215,    1,     
  315,20190215,    2,     
  315,20190215,    3,     
  315,20190215,    4,     
  315,20190215,    5,     
  315,20190215,    6,     
  315,20190215,    7,     
  315,20190215,    8,     
  315,20190215,    9,     
  315,20190215,   10,     
  315,20190215,   11,     
  315,20190215,   12,     
  315,20190215,   13,     
  315,20190215,   14,     
  315,20190215,   15,     
  315,20190215,   16,     
  315,20190215,   17,     
  315,20190215,   18,     
  315,20190215,   19,     
  315,20190215,   20,     
  315,20190215,   21,     
  315,20190215,   22,     
  315,20190215,   23,     
  315,20190215,   24,     
  315,20190216,    1,     
  315,20190216,    2,     
  315,20190216,    3,     
  315,20190216,    4,     
  315,20190216,    5,     
  315,20190216,    6,     
  315,20190216,    7,     
  315,20190216,    8,     
  315,20190216,    9,     
  315,20190216,   10,     
  315,20190216,   11,     
  315,20190216,   12,     
  315,20190216,   13,     
  315,20190216,   14,     
  315,20190216,   15,     
  315,20190216,   16,     
  315,20190216,   17,     
  315,20190216,   18,     
  315,20190216,   19,     
  315,20190216,   20,     
  315,20190216,   21,     
  315,20190216,   22,     
  315,20190216,   23,     
  315,20190216,   24,     
  315,20190217,    1,     
  315,20190217,    2,     
  315,20190217,    3,     
  315,20190217,    4,     
  315,20190217,    5,     
  315,20190217,    6,     
  315,20190217,    7,     
  315,20190217,    8,     
  315,20190217,    9,     
  315,20190217,   10,     
  315,20190217,   11,     
  315,20190217,   12,     
  315,20190217,   13,     
  315,20190217,   14,     
  315,20190217,   15,     
  315,20190217,   16,     
  315,20190217,   17,     
  315,20190217,   18,     
  315,20190217,   19,     
  315,20190217,   20,     
  315,20190217,   21,     
  315,20190217,   22,     
  315,20190217,   23,     
  315,20190217,   24,     
  315,20190218,    1,     
  315,20190218,    2,     
  315,20190218,    3,     
  315,20190218,    4,     
  315,20190218,    5,     
  315,20190218,    6,     
  315,20190218,    7,     
  315,20190218,    8,     
  315,20190218,    9,     
  315,20190218,   10,     
  315,20190218,   11,     
  315,20190218,   12,     
  315,20190218,   13,     
  315,20190218,   14,     
  315,20190218,   15,     
  315,20190218,   16,     
  315,20190218,   17,     
  315,20190218,   18,     
  315,20190218,   19,     
  315,20190218,   20,     
  315,20190218,   21,     
  315,20190218,   22,     
  315,20190218,   23,     
  315,20190218,   24,     
  315,20190219,    1,     
  315,20190219,    2,     
  315,20190219,    3,     
  315,20190219,    4,     
  315,20190219,    5,     
  315,20190219,    6,     
  315,20190219,    7,     
  315,20190219,    8,     
  315,20190219,    9,     
  315,20190219,   10,     
  315,20190219,   11,     
  315,20190219,   12,     
  315,20190219,   13,     
  315,20190219,   14,     
  315,20190219,   15,     
  315,20190219,   16,     
  315,20190219,   17,     
  315,20190219,   18,     
  315,20190219,   19,     
  315,20190219,   20,     
  315,20190219,   21,     
  315,20190219,   22,     
  315,20190219,   23,     
  315,20190219,   24,     
  315,20190220,    1,     
  315,20190220,    2,     
  315,20190220,    3,     
  315,20190220,    4,     
  315,20190220,    5,     
  315,20190220,    6,     
  315,20190220,    7,     
  315,20190220,    8,     
  315,20190220,    9,     
  315,20190220,   10,     
  315,20190220,   11,     
  315,20190220,   12,     
  315,20190220,   13,     
  315,20190220,   14,     
  315,20190220,   15,     
  315,20190220,   16,     
  315,20190220,   17,     
  315,20190220,   18,     
  315,20190220,   19,     
  315,20190220,   20,     
  315,20190220,   21,     
  315,20190220,   22,     
  315,20190220,   23,     
  315,20190220,   24,     
  315,20190221,    1,     
  315,20190221,    2,     
  315,20190221,    3,     
  315,20190221,    4,     
  315,20190221,    5,     
  315,20190221,    6,     
  315,20190221,    7,     
  315,20190221,    8,     
  315,20190221,    9,     
  315,20190221,   10,     
  315,20190221,   11,     
  315,20190221,   12,     
  315,20190221,   13,     
  315,20190221,   14,     
  315,20190221,   15,     
  315,20190221,   16,     
  315,20190221,   17,     
  315,20190221,   18,     
  315,20190221,   19,     
  315,20190221,   20,     
  315,20190221,   21,     
  315,20190221,   22,     
  315,20190221,   23,     
  315,20190221,   24,     
  315,20190222,    1,     
  315,20190222,    2,     
  315,20190222,    3,     
  315,20190222,    4,     
  315,20190222,    5,     
  315,20190222,    6,     
  315,20190222,    7,     
  315,20190222,    8,     
  315,20190222,    9,     
  315,20190222,   10,     
  315,20190222,   11,     
  315,20190222,   12,     
  315,20190222,   13,     
  315,20190222,   14,     
  315,20190222,   15,     
  315,20190222,   16,     
  315,20190222,   17,     
  315,20190222,   18,     
  315,20190222,   19,     
  315,20190222,   20,     
  315,20190222,   21,     
  315,20190222,   22,     
  315,20190222,   23,     
  315,20190222,   24,     
  315,20190223,    1,     
  315,20190223,    2,     
  315,20190223,    3,     
  315,20190223,    4,     
  315,20190223,    5,     
  315,20190223,    6,     
  315,20190223,    7,     
  315,20190223,    8,     
  315,20190223,    9,     
  315,20190223,   10,     
  315,20190223,   11,     
  315,20190223,   12,     
  315,20190223,   13,     
  315,20190223,   14,     
  315,20190223,   15,     
  315,20190223,   16,     
  315,20190223,   17,     
  315,20190223,   18,     
  315,20190223,   19,     
  315,20190223,   20,     
  315,20190223,   21,     
  315,20190223,   22,     
  315,20190223,   23,     
  315,20190223,   24,     
  315,20190224,    1,     
  315,20190224,    2,     
  315,20190224,    3,     
  315,20190224,    4,     
  315,20190224,    5,     
  315,20190224,    6,     
  315,20190224,    7,     
  315,20190224,    8,     
  315,20190224,    9,     
  315,20190224,   10,     
  315,20190224,   11,     
  315,20190224,   12,     
  315,20190224,   13,     
  315,20190224,   14,     
  315,20190224,   15,     
  315,20190224,   16,     
  315,20190224,   17,     
  315,20190224,   18,     
  315,20190224,   19,     
  315,20190224,   20,     
  315,20190224,   21,     
  315,20190224,   22,     
  315,20190224,   23,     
  315,20190224,   24,     
  315,20190225,    1,     
  315,20190225,    2,     
  315,20190225,    3,     
  315,20190225,    4,     
  315,20190225,    5,     
  315,20190225,    6,     
  315,20190225,    7,     
  315,20190225,    8,     
  315,20190225,    9,     
  315,20190225,   10,     
  315,20190225,   11,     
  315,20190225,   12,     
  315,20190225,   13,     
  315,20190225,   14,     
  315,20190225,   15,     
  315,20190225,   16,     
  315,20190225,   17,     
  315,20190225,   18,     
  315,20190225,   19,     
  315,20190225,   20,     
  315,20190225,   21,     
  315,20190225,   22,     
  315,20190225,   23,     
  315,20190225,   24,     
  315,20190226,    1,     
  315,20190226,    2,     
  315,20190226,    3,     
  315,20190226,    4,     
  315,20190226,    5,     
  315,20190226,    6,     
  315,20190226,    7,     
  315,20190226,    8,     
  315,20190226,    9,     
  315,20190226,   10,     
  315,20190226,   11,     
  315,20190226,   12,     
  315,20190226,   13,     
  315,20190226,   14,     
  315,20190226,   15,     
  315,20190226,   16,     
  315,20190226,   17,     
  315,20190226,   18,     
  315,20190226,   19,     
  315,20190226,   20,     
  315,20190226,   21,     
  315,20190226,   22,     
  315,20190226,   23,     
  315,20190226,   24,     
  315,20190227,    1,     
  315,20190227,    2,     
  315,20190227,    3,     
  315,20190227,    4,     
  315,20190227,    5,     
  315,20190227,    6,     
  315,20190227,    7,     
  315,20190227,    8,     
  315,20190227,    9,     
  315,20190227,   10,     
  315,20190227,   11,     
  315,20190227,   12,     
  315,20190227,   13,     
  315,20190227,   14,     
  315,20190227,   15,     
  315,20190227,   16,     
  315,20190227,   17,     
  315,20190227,   18,     
  315,20190227,   19,     
  315,20190227,   20,     
  315,20190227,   21,     
  315,20190227,   22,     
  315,20190227,   23,     
  315,20190227,   24,     
  315,20190228,    1,     
  315,20190228,    2,     
  315,20190228,    3,     
  315,20190228,    4,     
  315,20190228,    5,     
  315,20190228,    6,     
  315,20190228,    7,     
  315,20190228,    8,     
  315,20190228,    9,     
  315,20190228,   10,     
  315,20190228,   11,     
  315,20190228,   12,     
  315,20190228,   13,     
  315,20190228,   14,     
  315,20190228,   15,     
  315,20190228,   16,     
  315,20190228,   17,     
  315,20190228,   18,     
  315,20190228,   19,     
  315,20190228,   20,     
  315,20190228,   21,     
  315,20190228,   22,     
  315,20190228,   23,     
  315,20190228,   24,     
  315,20190301,    1,     
  315,20190301,    2,     
  315,20190301,    3,     
  315,20190301,    4,     
  315,20190301,    5,     
  315,20190301,    6,     
  315,20190301,    7,     
  315,20190301,    8,     
  315,20190301,    9,     
  315,20190301,   10,     
  315,20190301,   11,     
  315,20190301,   12,     
  315,20190301,   13,     
  315,20190301,   14,     
  315,20190301,   15,     
  315,20190301,   16,     
  315,20190301,   17,     
  315,20190301,   18,     
  315,20190301,   19,     
  315,20190301,   20,     
  315,20190301,   21,     
  315,20190301,   22,     
  315,20190301,   23,     
  315,20190301,   24,     
  315,20190302,    1,     
  315,20190302,    2,     
  315,20190302,    3,     
  315,20190302,    4,     
  315,20190302,    5,     
  315,20190302,    6,     
  315,20190302,    7,     
  315,20190302,    8,     
  315,20190302,    9,     
  315,20190302,   10,     
  315,20190302,   11,     
  315,20190302,   12,     
  315,20190302,   13,     
  315,20190302,   14,     
  315,20190302,   15,     
  315,20190302,   16,     
  315,20190302,   17,     
  315,20190302,   18,     
  315,20190302,   19,     
  315,20190302,   20,     
  315,20190302,   21,     
  315,20190302,   22,     
  315,20190302,   23,     
  315,20190302,   24,     
  315,20190303,    1,     
  315,20190303,    2,     
  315,20190303,    3,     
  315,20190303,    4,     
  315,20190303,    5,     
  315,20190303,    6,     
  315,20190303,    7,     
  315,20190303,    8,     
  315,20190303,    9,     
  315,20190303,   10,     
  315,20190303,   11,     
  315,20190303,   12,     
  315,20190303,   13,     
  315,20190303,   14,     
  315,20190303,   15,     
  315,20190303,   16,     
  315,20190303,   17,     
  315,20190303,   18,     
  315,20190303,   19,     
  315,20190303,   20,     
  315,20190303,   21,     
  315,20190303,   22,     
  315,20190303,   23,     
  315,20190303,   24,     
  315,20190304,    1,     
  315,20190304,    2,     
  315,20190304,    3,     
  315,20190304,    4,     
  315,20190304,    5,     
  315,20190304,    6,     
  315,20190304,    7,     
  315,20190304,    8,     
  315,20190304,    9,     
  315,20190304,   10,     
  315,20190304,   11,     
  315,20190304,   12,     
  315,20190304,   13,     
  315,20190304,   14,     
  315,20190304,   15,     
  315,20190304,   16,     
  315,20190304,   17,     
  315,20190304,   18,     
  315,20190304,   19,     
  315,20190304,   20,     
  315,20190304,   21,     
  315,20190304,   22,     
  315,20190304,   23,     
  315,20190304,   24,     
  315,20190305,    1,     
  315,20190305,    2,     
  315,20190305,    3,     
  315,20190305,    4,     
  315,20190305,    5,     
  315,20190305,    6,     
  315,20190305,    7,     
  315,20190305,    8,     
  315,20190305,    9,     
  315,20190305,   10,     
  315,20190305,   11,     
  315,20190305,   12,     
  315,20190305,   13,     
  315,20190305,   14,     
  315,20190305,   15,     
  315,20190305,   16,     
  315,20190305,   17,     
  315,20190305,   18,     
  315,20190305,   19,     
  315,20190305,   20,     
  315,20190305,   21,     
  315,20190305,   22,     
  315,20190305,   23,     
  315,20190305,   24,     
  315,20190306,    1,     
  315,20190306,    2,     
  315,20190306,    3,     
  315,20190306,    4,     
  315,20190306,    5,     
  315,20190306,    6,     
  315,20190306,    7,     
  315,20190306,    8,     
  315,20190306,    9,     
  315,20190306,   10,     
  315,20190306,   11,     
  315,20190306,   12,     
  315,20190306,   13,     
  315,20190306,   14,     
  315,20190306,   15,     
  315,20190306,   16,     
  315,20190306,   17,     
  315,20190306,   18,     
  315,20190306,   19,     
  315,20190306,   20,     
  315,20190306,   21,     
  315,20190306,   22,     
  315,20190306,   23,     
  315,20190306,   24,     
  315,20190307,    1,     
  315,20190307,    2,     
  315,20190307,    3,     
  315,20190307,    4,     
  315,20190307,    5,     
  315,20190307,    6,     
  315,20190307,    7,     
  315,20190307,    8,     
  315,20190307,    9,     
  315,20190307,   10,     
  315,20190307,   11,     
  315,20190307,   12,     
  315,20190307,   13,     
  315,20190307,   14,     
  315,20190307,   15,     
  315,20190307,   16,     
  315,20190307,   17,     
  315,20190307,   18,     
  315,20190307,   19,     
  315,20190307,   20,     
  315,20190307,   21,     
  315,20190307,   22,     
  315,20190307,   23,     
  315,20190307,   24,     
  315,20190308,    1,     
  315,20190308,    2,     
  315,20190308,    3,     
  315,20190308,    4,     
  315,20190308,    5,     
  315,20190308,    6,     
  315,20190308,    7,     
  315,20190308,    8,     
  315,20190308,    9,     
  315,20190308,   10,     
  315,20190308,   11,     
  315,20190308,   12,     
  315,20190308,   13,     
  315,20190308,   14,     
  315,20190308,   15,     
  315,20190308,   16,     
  315,20190308,   17,     
  315,20190308,   18,     
  315,20190308,   19,     
  315,20190308,   20,     
  315,20190308,   21,     
  315,20190308,   22,     
  315,20190308,   23,     
  315,20190308,   24,     
  315,20190309,    1,     
  315,20190309,    2,     
  315,20190309,    3,     
  315,20190309,    4,     
  315,20190309,    5,     
  315,20190309,    6,     
  315,20190309,    7,     
  315,20190309,    8,     
  315,20190309,    9,     
  315,20190309,   10,     
  315,20190309,   11,     
  315,20190309,   12,     
  315,20190309,   13,     
  315,20190309,   14,     
  315,20190309,   15,     
  315,20190309,   16,     
  315,20190309,   17,     
  315,20190309,   18,     
  315,20190309,   19,     
  315,20190309,   20,     
  315,20190309,   21,     
  315,20190309,   22,     
  315,20190309,   23,     
  315,20190309,   24,     
  315,20190310,    1,     
  315,20190310,    2,     
  315,20190310,    3,     
  315,20190310,    4,     
  315,20190310,    5,     
  315,20190310,    6,     
  315,20190310,    7,     
  315,20190310,    8,     
  315,20190310,    9,     
  315,20190310,   10,     
  315,20190310,   11,     
  315,20190310,   12,     
  315,20190310,   13,     
  315,20190310,   14,     
  315,20190310,   15,     
  315,20190310,   16,     
  315,20190310,   17,     
  315,20190310,   18,     
  315,20190310,   19,     
  315,20190310,   20,     
  315,20190310,   21,     
  315,20190310,   22,     
  315,20190310,   23,     
  315,20190310,   24,     
  315,20190311,    1,     
  315,20190311,    2,     
  315,20190311,    3,     
  315,20190311,    4,     
  315,20190311,    5,     
  315,20190311,    6,     
  315,20190311,    7,     
  315,20190311,    8,     
  315,20190311,    9,     
  315,20190311,   10,     
  315,20190311,   11,     
  315,20190311,   12,     
  315,20190311,   13,     
  315,20190311,   14,     
  315,20190311,   15,     
  315,20190311,   16,     
  315,20190311,   17,     
  315,20190311,   18,     
  315,20190311,   19,     
  315,20190311,   20,     
  315,20190311,   21,     
  315,20190311,   22,     
  315,20190311,   23,     
  315,20190311,   24,     
  315,20190312,    1,     
  315,20190312,    2,     
  315,20190312,    3,     
  315,20190312,    4,     
  315,20190312,    5,     
  315,20190312,    6,     
  315,20190312,    7,     
  315,20190312,    8,     
  315,20190312,    9,     
  315,20190312,   10,     
  315,20190312,   11,     
  315,20190312,   12,     
  315,20190312,   13,     
  315,20190312,   14,     
  315,20190312,   15,     
  315,20190312,   16,     
  315,20190312,   17,     
  315,20190312,   18,     
  315,20190312,   19,     
  315,20190312,   20,     
  315,20190312,   21,     
  315,20190312,   22,     
  315,20190312,   23,     
  315,20190312,   24,     
  315,20190313,    1,     
  315,20190313,    2,     
  315,20190313,    3,     
  315,20190313,    4,     
  315,20190313,    5,     
  315,20190313,    6,     
  315,20190313,    7,     
  315,20190313,    8,     
  315,20190313,    9,     
  315,20190313,   10,     
  315,20190313,   11,     
  315,20190313,   12,     
  315,20190313,   13,     
  315,20190313,   14,     
  315,20190313,   15,     
  315,20190313,   16,     
  315,20190313,   17,     
  315,20190313,   18,     
  315,20190313,   19,     
  315,20190313,   20,     
  315,20190313,   21,     
  315,20190313,   22,     
  315,20190313,   23,     
  315,20190313,   24,     
  315,20190314,    1,     
  315,20190314,    2,     
  315,20190314,    3,     
  315,20190314,    4,     
  315,20190314,    5,     
  315,20190314,    6,     
  315,20190314,    7,     
  315,20190314,    8,     
  315,20190314,    9,     
  315,20190314,   10,     
  315,20190314,   11,     
  315,20190314,   12,     
  315,20190314,   13,     
  315,20190314,   14,     
  315,20190314,   15,     
  315,20190314,   16,     
  315,20190314,   17,     
  315,20190314,   18,     
  315,20190314,   19,     
  315,20190314,   20,     
  315,20190314,   21,     
  315,20190314,   22,     
  315,20190314,   23,     
  315,20190314,   24,     
  315,20190315,    1,     
  315,20190315,    2,     
  315,20190315,    3,     
  315,20190315,    4,     
  315,20190315,    5,     
  315,20190315,    6,     
  315,20190315,    7,     
  315,20190315,    8,     
  315,20190315,    9,     
  315,20190315,   10,     
  315,20190315,   11,     
  315,20190315,   12,     
  315,20190315,   13,     
  315,20190315,   14,     
  315,20190315,   15,     
  315,20190315,   16,     
  315,20190315,   17,     
  315,20190315,   18,     
  315,20190315,   19,     
  315,20190315,   20,     
  315,20190315,   21,     
  315,20190315,   22,     
  315,20190315,   23,     
  315,20190315,   24,     
  315,20190316,    1,     
  315,20190316,    2,     
  315,20190316,    3,     
  315,20190316,    4,     
  315,20190316,    5,     
  315,20190316,    6,     
  315,20190316,    7,     
  315,20190316,    8,     
  315,20190316,    9,     
  315,20190316,   10,     
  315,20190316,   11,     
  315,20190316,   12,     
  315,20190316,   13,     
  315,20190316,   14,     
  315,20190316,   15,     
  315,20190316,   16,     
  315,20190316,   17,     
  315,20190316,   18,     
  315,20190316,   19,     
  315,20190316,   20,     
  315,20190316,   21,     
  315,20190316,   22,     
  315,20190316,   23,     
  315,20190316,   24,     
  315,20190317,    1,     
  315,20190317,    2,     
  315,20190317,    3,     
  315,20190317,    4,     
  315,20190317,    5,     
  315,20190317,    6,     
  315,20190317,    7,     
  315,20190317,    8,     
  315,20190317,    9,     
  315,20190317,   10,     
  315,20190317,   11,     
  315,20190317,   12,     
  315,20190317,   13,     
  315,20190317,   14,     
  315,20190317,   15,     
  315,20190317,   16,     
  315,20190317,   17,     
  315,20190317,   18,     
  315,20190317,   19,     
  315,20190317,   20,     
  315,20190317,   21,     
  315,20190317,   22,     
  315,20190317,   23,     
  315,20190317,   24,     
  315,20190318,    1,     
  315,20190318,    2,     
  315,20190318,    3,     
  315,20190318,    4,     
  315,20190318,    5,     
  315,20190318,    6,     
  315,20190318,    7,     
  315,20190318,    8,     
  315,20190318,    9,     
  315,20190318,   10,     
  315,20190318,   11,     
  315,20190318,   12,     
  315,20190318,   13,     
  315,20190318,   14,     
  315,20190318,   15,     
  315,20190318,   16,     
  315,20190318,   17,     
  315,20190318,   18,     
  315,20190318,   19,     
  315,20190318,   20,     
  315,20190318,   21,     
  315,20190318,   22,     
  315,20190318,   23,     
  315,20190318,   24,     
  315,20190319,    1,     
  315,20190319,    2,     
  315,20190319,    3,     
  315,20190319,    4,     
  315,20190319,    5,     
  315,20190319,    6,     
  315,20190319,    7,     
  315,20190319,    8,     
  315,20190319,    9,     
  315,20190319,   10,     
  315,20190319,   11,     
  315,20190319,   12,     
  315,20190319,   13,     
  315,20190319,   14,     
  315,20190319,   15,     
  315,20190319,   16,     
  315,20190319,   17,     
  315,20190319,   18,     
  315,20190319,   19,     
  315,20190319,   20,     
  315,20190319,   21,     
  315,20190319,   22,     
  315,20190319,   23,     
  315,20190319,   24,     
  315,20190320,    1,     
  315,20190320,    2,     
  315,20190320,    3,     
  315,20190320,    4,     
  315,20190320,    5,     
  315,20190320,    6,     
  315,20190320,    7,     
  315,20190320,    8,     
  315,20190320,    9,     
  315,20190320,   10,     
  315,20190320,   11,     
  315,20190320,   12,     
  315,20190320,   13,     
  315,20190320,   14,     
  315,20190320,   15,     
  315,20190320,   16,     
  315,20190320,   17,     
  315,20190320,   18,     
  315,20190320,   19,     
  315,20190320,   20,     
  315,20190320,   21,     
  315,20190320,   22,     
  315,20190320,   23,     
  315,20190320,   24,     
  315,20190321,    1,     
  315,20190321,    2,     
  315,20190321,    3,     
  315,20190321,    4,     
  315,20190321,    5,     
  315,20190321,    6,     
  315,20190321,    7,     
  315,20190321,    8,     
  315,20190321,    9,     
  315,20190321,   10,     
  315,20190321,   11,     
  315,20190321,   12,     
  315,20190321,   13,     
  315,20190321,   14,     
  315,20190321,   15,     
  315,20190321,   16,     
  315,20190321,   17,     
  315,20190321,   18,     
  315,20190321,   19,     
  315,20190321,   20,     
  315,20190321,   21,     
  315,20190321,   22,     
  315,20190321,   23,     
  315,20190321,   24,     
  315,20190322,    1,     
  315,20190322,    2,     
  315,20190322,    3,     
  315,20190322,    4,     
  315,20190322,    5,     
  315,20190322,    6,     
  315,20190322,    7,     
  315,20190322,    8,     
  315,20190322,    9,     
  315,20190322,   10,     
  315,20190322,   11,     
  315,20190322,   12,     
  315,20190322,   13,     
  315,20190322,   14,     
  315,20190322,   15,     
  315,20190322,   16,     
  315,20190322,   17,     
  315,20190322,   18,     
  315,20190322,   19,     
  315,20190322,   20,     
  315,20190322,   21,     
  315,20190322,   22,     
  315,20190322,   23,     
  315,20190322,   24,     
  315,20190323,    1,     
  315,20190323,    2,     
  315,20190323,    3,     
  315,20190323,    4,     
  315,20190323,    5,     
  315,20190323,    6,     
  315,20190323,    7,     
  315,20190323,    8,     
  315,20190323,    9,     
  315,20190323,   10,     
  315,20190323,   11,     
  315,20190323,   12,     
  315,20190323,   13,     
  315,20190323,   14,     
  315,20190323,   15,     
  315,20190323,   16,     
  315,20190323,   17,     
  315,20190323,   18,     
  315,20190323,   19,     
  315,20190323,   20,     
  315,20190323,   21,     
  315,20190323,   22,     
  315,20190323,   23,     
  315,20190323,   24,     
  315,20190324,    1,     
  315,20190324,    2,     
  315,20190324,    3,     
  315,20190324,    4,     
  315,20190324,    5,     
  315,20190324,    6,     
  315,20190324,    7,     
  315,20190324,    8,     
  315,20190324,    9,     
  315,20190324,   10,     
  315,20190324,   11,     
  315,20190324,   12,     
  315,20190324,   13,     
  315,20190324,   14,     
  315,20190324,   15,     
  315,20190324,   16,     
  315,20190324,   17,     
  315,20190324,   18,     
  315,20190324,   19,     
  315,20190324,   20,     
  315,20190324,   21,     
  315,20190324,   22,     
  315,20190324,   23,     
  315,20190324,   24,     
  315,20190325,    1,     
  315,20190325,    2,     
  315,20190325,    3,     
  315,20190325,    4,     
  315,20190325,    5,     
  315,20190325,    6,     
  315,20190325,    7,     
  315,20190325,    8,     
  315,20190325,    9,     
  315,20190325,   10,     
  315,20190325,   11,     
  315,20190325,   12,     
  315,20190325,   13,     
  315,20190325,   14,     
  315,20190325,   15,     
